VPNCode,AGE,WORK,AILiteracy[Use1],AILiteracy[Use2],AILiteracy[Use3],AILiteracy[Use4],AILiteracy[Use5],AILiteracy[Use6],AILiteracy[Kno1],AILiteracy[Kno2],AILiteracy[Kno3],AILiteracy[Kno4],AILiteracy[Kno5],AILiteracy[Kno6],AILiteracy[Det1],AILiteracy[Det2],AILiteracy[Det3],AILiteracy[Eth1],AILiteracy[Eth3],PGAT[PGAT1],PGAT[PGAT2],PGAT[PGAT3],NGAT[NGAT1],NGAT[NGAT2],NGAT[NGAT3],CMV[SQ001],CMV[SQ002],CMV[SQ003],NEO[E1R],NEO[E2],NEO[E3R],NEO[E4],NEO[V1R],NEO[V2],NEO[V3R],NEO[V4R],NEO[G1],NEO[G2R],NEO[G3],NEO[G4],NEO[N1],NEO[N2R],NEO[N3],NEO[N4],NEO[O1],NEO[O2],NEO[O3],NEO[O4],NEO[O5R],JC1[IStR1],JC1[IStR2],JC1[IStR3],JC1[IStR4],JC1[IStR5],JC1[HRJD1],JC1[HRJD2],JC1[HRJD3],JC1[ICJD1],SE1,SDT1[SDT1],SDT1[SDT2],TASKDIF1[SQ001],PROD1[SQ001],MANI1,JC2[2IStR1],JC2[2IStR2],JC2[2IStR3],JC2[2IStR4],JC2[2IStR5],JC2[2HRJD1],JC2[2HRJD2],JC2[2HRJD5],JC2[2HRJD6],SE2,SDT2[2SDT1],SDT2[2SDT2],TASKDIF2[SQ001],PROD2[SQ001],MANI2,interviewtime,groupTime531,groupTime532,groupTime534,groupTime533,groupTime535,groupTime536,total_time,Gender_Männlich,Gender_Weiblich,Edu_Abgeschlossene_Berufsausbildung,Edu_Abitur_oder_Fachabitur,Edu_Bachelor,Edu_Doktortitel,Edu_Master,Edu_Mittlere_Reife_(Realschulabschluss)
ZZDSC0806,28.0,100.0,5,5,5,5,3,3,4,5,4,5,5,5,4,4,3,4,3,3,3,5,3,2,3,5,5,5,4,4,4,3,4,3,3,3,5,2,2,4,3,2,5,4,5,5,5,5,1,2,2,2,2,4,3,2,3,3,100.0,5,5,2,4,"Ich musste eine Veranstaltung für Führungskräfte zusammenstellen, wo es um die digitale Transformation geht (was auch KI beeinhalten kann). Spezielle Hilfsmittel hatte ich keine, es standen ""lediglich"" die Vorgabe und drei Beispielfragen zur Verfügung, an denen ich mich orientieren konnte / musste. Da dort stand dass ich nur 12 Minuten Zeit habe und kein Timer zur Verfügung stand, habe ich mich sofort auf das Wesentliche konzentriert und abgeschickt, als ich denn Eindruck hatte die Aufgabe zufriedenstellend innerhalb des Zeitlimits bearbeitet zu haben.",5,4,5,4,4,4,3,3,2,70.0,4,5,2,4,"Mir stand ChatGPT zur Verfügung und ich musste eine einwöchige Kommunikationsstrategie zu Nachhaltigkeit im Unternehmen ausarbeiten. Mir standen wie davor auch zusätzliche Informationen wie drei Beispielfragen und Anweisungen zur Verfügung. Um die Aufgabe zielgerichteter bearbeiten zu können, habe ich die Anweisungen auch mit ChatGPT geteilt, allerdings war es dennoch herausfordernd passende Teile für diese Aufgabe herauszuarbeiten (weil ChatGPT standardmäßig so viel schreibt und eher allgemein bleibt).",54.33683333333333,4.432833333333334,1.2236666666666667,11.844666666666665,8.866000000000001,18.192833333333333,9.776833333333334,54.266666666666666,True,False,False,True,False,False,False,False
ZZEDH1501,38.0,100.0,4,5,4,5,4,4,3,5,4,4,3,4,3,3,4,3,3,4,4,5,1,2,2,4,4,4,3,2,2,4,2,2,4,1,5,3,4,4,2,2,3,2,4,4,3,4,2,4,4,4,4,3,4,4,4,4,100.0,4,5,3,3,Ich musste mich auf eine Präsentation zur digitalen Transformation vorbereiten. Ich könnte die Unterstützung von AI Chatgpt in Anspruch nehmen,1,1,1,1,1,1,1,1,1,0.0,1,1,1,1,Bei der Aufgabe ging es um Nachhaltigkeitsprinzipien. Konnte die Aufgabe jedoch nicht abschließen. Weil es keine Hilfe von Chat-GPT gab.,34.48383333333334,9.568333333333333,1.9115,13.285833333333333,4.365666666666667,2.022666666666667,3.329833333333333,40.25,True,False,False,False,False,False,True,False
ZZINe2902,18.0,50.0,5,3,5,4,4,4,4,5,2,3,3,5,4,4,3,4,4,2,3,4,3,4,4,4,4,4,3,4,2,5,4,4,4,4,3,2,4,4,5,2,4,5,4,4,4,4,2,2,2,4,4,4,4,4,5,4,30.0,4,4,2,4,Ich musste einen einwöchigen Plan zur Thema Nachhaltigkeit erstellen der konkrete Definitionen und Anweisungen für Betriebe für mehr Nachhaltigkeit zu gestalten. Hierbei stand mir Chatgpt zur Verfügung,4,3,3,2,5,2,3,3,2,70.0,4,3,2,4,"ich musste einen Projekttag zum Thema, Arbeitsmarkt im Wandel im Bezug auf KI planen und gestalten. Mir standen dabei keine Hilfsmittel zur Verfügung",24.616666666666667,3.4396666666666667,1.064,11.843833333333333,2.684833333333333,3.8605,1.7238333333333336,24.55,True,False,False,True,False,False,False,False
ZZHMU0112,32.0,100.0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,3,4,4,4,4,4,5,3,4,5,4,5,5,5,4,5,4,3,4,3,4,5,4,4,1,4,4,4,4,4,4,4,5,4,20.0,4,4,3,3,"Ich musste mithilfe von chatgpt ein Konzept für eine denkwürdige eintägige Veranstaltung für Führungskräfte, um die digitale Transformation zu schreiben.

Dabei Fagen wie: Wer ist das Zielpublikum? Welche Themen wären für die Führungskräfte am relevantesten und interessantesten? Welche Art von Erfahrung sollen die Führungskräfte machen? klären.",4,4,4,4,4,4,4,4,4,20.0,4,4,4,4,"Mit hilfe von Chatgpt musste ich eine umfassende, einwöchige Kommunikationsstrategie zur Einführung von Nachhaltigkeit als Kernwert für ein Unternehmen entwickeln.",66.99166666666666,12.754333333333333,2.315833333333333,20.2785,9.716833333333334,14.038666666666668,7.8875,66.95,True,False,True,False,False,False,False,False
ZZAKY2105,45.0,100.0,5,4,4,4,4,4,4,5,4,4,5,5,5,5,4,5,3,5,4,4,3,1,2,2,4,2,2,5,2,4,4,3,4,3,4,2,4,4,2,4,2,2,5,4,4,4,1,4,5,4,4,4,4,4,4,3,80.0,5,3,3,4,"Ich musste das richtige Problem für die KI erstellen und beschreiben, wie es sich meiner Meinung nach lösen ließ. Dazu hatte ich eine Anleitung, wie man es richtig macht und eine höhere Effizienz erreicht.",4,4,5,4,4,4,3,4,3,20.0,3,3,2,3,"Dieses Mal hatte ich mehr Informationen, sodass ich die Hilfe der KI nutzen konnte. Ich fand den GPT-Chat auch nützlich.",28.708666666666666,2.9979999999999998,3.32,11.453333333333335,2.719666666666667,5.151166666666667,3.0665,28.666666666666668,True,False,False,False,False,False,True,False
ZZeKa1405,37.0,100.0,3,4,3,3,3,4,3,2,3,4,4,5,2,2,2,2,3,3,4,4,3,2,2,5,5,5,4,3,3,3,4,2,4,4,4,3,3,4,4,2,4,4,3,3,2,2,4,2,3,3,2,4,5,5,2,3,50.0,3,2,2,2,"Erstellung einer 1-Tages Veranstaltung auf Vorstands-Ebene zum Thema Artificial Intelligence. Ein Timer mit der Zeit würde helfen. Ich hatte nicht auf die Uhr geachtet und hatte daher kein Zeitgefühl, was mich gestresst hat.",2,2,1,2,4,2,2,2,2,90.0,2,3,2,2,Erstellen eines 1-wöchigen Kommunikationsplans für die Nachhaltigkeitsstrategie eines Unternehmens,47.6345,3.2483333333333335,1.1265,19.8925,5.456333333333333,14.407666666666668,3.5031666666666665,47.583333333333336,False,True,False,False,False,True,False,False
ZZIKO0401,29.0,100.0,4,3,4,4,4,4,2,3,2,3,4,4,2,2,2,2,3,2,2,4,2,2,3,2,4,2,1,4,1,4,1,4,1,1,4,3,4,4,2,3,3,2,4,4,4,4,1,4,4,4,3,4,4,4,4,4,20.0,4,4,2,4,"Ich musste an die Vorgesetzte meines Chefs ein Konzept erstellen, das in einem Meeting vorgestellt werden konnte. Dabei ging es um eine eintägige Veranstaltung, die ein Konzept benötigte für Führungskräfte, mit denen die digitale Transformation diskutiert und thematisch eingeführt werden sollte. Ich konnte ChatGPT als Hilfe nutzen. Ich hatte 12 Minuten Zeit dafür.",3,3,2,2,3,3,3,3,3,100.0,4,2,2,3,"Ich musste ein Konzept erstellen, das diesmal nicht nur für einen Tag sondern eine Woche erarbeitet werden muss. Ich hatte 12 Minuten Zeit und es ging um Nachhaltigkeit und die Verbindung und Inititative zwischen der Organisation und den Mitarbeiter:innen und Nachhaltigkeit.",22.4155,2.9045,1.1728333333333334,7.781166666666667,2.7493333333333334,4.605333333333333,3.2023333333333333,22.366666666666667,False,True,False,False,False,False,True,False
ZZAZW0718,31.0,100.0,5,4,5,4,5,5,4,5,3,4,5,5,4,3,4,3,4,3,5,4,2,1,2,3,3,3,2,5,3,4,3,3,5,4,5,3,4,5,2,5,2,2,5,5,2,3,2,4,5,5,5,4,5,5,5,5,10.0,5,4,4,4,Ich musste einen Onepager über das Thema Nachhaltigkeit erstellen. Das ganze war für ein wirtschaftliches Unternehmen. Ich konnte dabei Chat Gpt nutzen,2,2,2,2,5,2,2,2,2,100.0,5,4,2,4,Ich musste einen One Pager entwerfen. Dieser onepager war über eine Veranstaltung über die digitale Transformation im Unternehmen. Zielgruppe waren Führungskräfte und IT Verantwortliche,35.048,4.340833333333333,1.5245,12.804833333333333,4.313833333333333,0.18533333333333332,11.878666666666668,34.983333333333334,True,False,False,False,True,False,False,False
ZZYPE1411,27.0,100.0,3,4,2,4,2,3,3,5,2,3,2,4,3,4,4,3,3,4,3,4,3,4,3,5,5,3,2,4,1,4,3,5,2,4,4,3,5,3,2,4,2,2,4,3,2,5,2,3,1,4,5,4,3,3,2,2,90.0,4,4,4,4,"Ich wurde von dem vorgesetzten meines Chefs gefragt ob ich eine eintägige Schulung für den Vorstand organisieren könnte. Hier ging es um Themen wie Digitale Transformation und die Einsetzung von KI. Hilfsmittel standen im Text, an diesen konnte man sich orientieren.",1,1,2,3,4,4,5,5,4,30.0,2,3,2,4,In 12 Minuten sollte man ein einwöchiges Vorstandsmeeting planen welches sich um die Nachhaltigkeit im gesamten Unternehmen dreht. Als Hilfsmittel haben Hinweise im Text und ein Tool geholfen welches durch promts Antworten geliefert hat.,40.746833333333335,4.051666666666667,1.7016666666666667,16.1065,5.171,9.7265,3.9895,40.71666666666667,True,False,True,False,False,False,False,False
ZZANI25,21.0,100.0,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,2,4,3,3,2,3,4,4,4,4,4,4,2,2,3,4,4,4,2,3,4,4,2,4,4,4,4,4,4,3,4,3,4,3,3,5,3,4,3,30.0,3,4,4,4,"Als Hilfsmittel diente ChatGPT. Es sollte ein Aktionspapier verfasst werden für ein Unternehmen, welches kommunizieren möchte, inwiefern es sich für Nachhaltigkeit einsetzt.",4,4,4,4,5,2,2,4,2,100.0,4,4,2,2,Es sollte der Ablauf für ein Vorstandsmeeting einer Firma erstellt werden. Die Anwesenden sollten über die digitale Transformation des Unternehmens informiert werden.,23.495333333333335,2.940166666666667,0.8306666666666668,7.659666666666666,3.1229999999999998,5.7635,3.1783333333333332,23.433333333333334,True,False,False,True,False,False,False,False
ZZOHA2303,18.0,0.0,5,5,5,5,5,5,5,5,3,5,5,4,5,3,5,3,3,1,3,4,4,4,3,4,3,3,2,3,2,4,2,4,5,4,3,4,3,3,2,2,2,1,4,5,5,5,1,1,1,5,1,2,5,5,5,5,2.0,2,5,5,1,Ich musste eine Aufgabe in einer Fiktiven Situation bearbeiten. Ich habe jedoch nicht 12 Minuten gebraucht sondern habe die Aufgabe mithilfe von Chat-GPT als Hilfsmittel innerhalb weniger Sekunden gelöst indem ich den Aufgabentext kopiert und in ChatGPT eingefügt habe. Dadurch habe ich die Aufgabenlösungen erhalten.,1,1,1,1,5,5,5,5,5,2.0,1,5,5,1,"Ich musste die vorhin bereits gestellte Aufgabe erneut lösen. Mir standen keine Hilfsmittel zur Verfügung, jedoch habe ich aus eigener Initiative heraus ChatGPT geöffnet und mithilfe dessen die Aufgabe erfolgreich bearbeitet.",46.162166666666664,9.9145,2.558666666666667,5.530666666666666,15.987833333333333,0.9398333333333333,11.230666666666668,46.1,True,False,False,True,False,False,False,False
ZZAWH2506,32.0,50.0,2,3,2,2,3,2,4,4,5,5,2,3,4,4,5,4,3,4,3,2,3,2,4,2,2,1,2,4,3,2,3,2,3,3,5,3,4,5,4,2,4,4,5,5,3,1,4,4,3,4,3,2,4,5,4,5,20.0,1,4,2,3,"Ich dachte ich soll ChatGPT prompts eingeben, die dazu dienen die gestellte Aufgabe zu lösen. Also eine Kommunikationsstrategie zum Thema Nachhaltigkeit verfassen, die auf eine Seite passt, die wichtigsten Ziele beinhaltet, an das richtige Publikum gerichtet ist, und gewisse Kernpunkte betont (z.B. was Mitarbeitertende interessiert oder motiviert, aktiv zum Thema Nachhaltigkeit beizutragen).",4,2,2,2,3,2,4,2,3,50.0,2,2,1,1,"Offenbar war erst bei Teil 2 ChatGPT gefragt. Naja, also man musste Prompts eingeben um ein Konzept für eine eintägige Schulung zum Thema digitale Transformation für Führungskräfte zu erstellen. Diesen sollten generative KI Technelogien nahe gebracht werden, so dass sie inspiriert werden diese Technelogien gewinnbringend in täglichen Arbeitsabläufen einzusetzen.",49.176,5.306666666666667,1.5028333333333335,15.692333333333332,6.368333333333334,14.255833333333333,6.05,49.13333333333333,True,False,False,False,False,False,True,False
ZZize1717,27.0,75.0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,3,4,5,4,4,1,1,1,1,4,1,1,1,1,75.0,3,3,4,4,Ich konnte beim zweiten Teil chatgpt nutzen.,3,4,3,4,3,4,4,4,5,76.0,4,4,3,4,"Man durfte bei der zweiten Aufgabe chatgpt verwenden, nicht bei der Ersten.",17.231166666666663,2.2448333333333332,2.0295,4.222333333333333,5.407666666666667,0.2341666666666667,3.0926666666666667,17.166666666666668,True,False,False,True,False,False,False,False
ZZRDO1608,28.0,100.0,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,2,3,3,5,5,5,4,4,1,2,5,2,1,4,4,4,5,4,4,4,2,4,5,2,4,5,1,1,1,1,2,1,1,1,1,10.0,1,1,2,2,Mir stand zur Bearbeitung ChatGPT zur Verfügung. Ich sollte dem Vorstand ein Konzept zur Einführung von nachhaltigen Maßnahmen im Unternehmen vorstellen.,2,2,2,2,4,2,4,2,3,85.0,1,4,2,2,"Ich sollte ein Konzept entwickeln, wie Führungskräften an einem Tag die Vorteile generativer KI nähergebracht werden können. Dazu standen mir als Hilfsmittel nur einige Fragen zur Verfügung.",23.065333333333335,3.430333333333333,1.2488333333333335,4.927333333333333,2.978833333333333,6.750333333333333,3.7296666666666667,23.0,True,False,True,False,False,False,False,False
ZZEOT3110,49.0,0.0,4,3,3,3,3,3,4,4,4,4,5,5,4,4,4,3,3,4,3,3,3,4,3,3,3,3,4,4,4,2,2,3,4,2,5,3,4,3,3,3,4,3,5,5,5,5,1,2,2,2,2,3,5,5,5,5,5.0,2,2,3,2,"Aufgabe war, mit Hilfe von AI (da nur 12 Min Zeit) einen einwöchigen Plan zur Einführung von mehr Nachhaltigkeit in einem Unternehmen zu erstellen.",2,3,4,2,5,2,2,2,1,100.0,3,1,4,2,Konzept für eine eintägige Veranstaltung für Führungskräfte erstellen.,38.624,3.9203333333333332,1.1781666666666666,10.908,5.640833333333333,0.29716666666666663,16.6795,38.56666666666667,False,True,True,False,False,False,False,False
ZZICO1912,39.0,100.0,5,5,5,5,5,5,4,4,4,3,5,5,4,4,4,3,3,3,3,4,3,2,2,4,4,1,2,5,2,4,2,2,3,2,5,1,5,5,1,5,2,1,5,5,5,5,1,4,2,4,3,5,2,2,3,2,100.0,5,3,1,1,Ich musste eine einwochige Kommunikationstrategie zur Einführung von Nachhaltigkeit in das Unternehmen entwickeln. Ich hatte keine Hilfsmittel,5,5,5,5,5,5,5,5,5,0.0,5,5,5,5,Ich musste eine eintagige Veranstaltung für Fühurngskräfte über das Thema Technologie und KI entwickeln. Ich konnte ChatGPT nutzen,38.57366666666667,5.280833333333334,1.6858333333333335,15.075666666666667,7.2941666666666665,2.7723333333333335,6.464833333333333,38.516666666666666,False,True,False,False,False,False,True,False
ZZTHA1907,33.0,100.0,4,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,4,3,3,2,2,2,4,4,3,1,5,1,5,4,4,1,4,4,2,3,3,1,2,3,2,5,4,3,4,2,4,4,5,4,5,4,4,4,4,80.0,4,5,2,4,Ich musste eine einwöche Kommunikationsstrategie auf einem One Pager entwerfen zur Einführung von Nachhaltigkeit als Kernwert des Unternehmens und dabei verschiedene Interessen berücksichtigen. Dabei stand mir Chat GPT als Hilfsmittel zur Verfügung.,3,3,3,3,4,2,3,4,2,100.0,4,4,2,4,Ich musste eine eintägige Verantstaltung zum Thema digitale Transformation konzipieren. Diese richtete sich an Führungskräfte des Unternehmens. Mir standen hierbei keine Hilfsmittel zur Verfügung.,23.8005,2.5236666666666663,0.7108333333333333,8.232166666666666,3.3408333333333333,6.424833333333334,2.568166666666667,23.75,True,False,False,False,True,False,False,False
ZZAMA0101,53.0,80.0,4,4,5,4,5,5,4,4,4,3,5,4,5,4,4,5,3,4,5,4,5,3,3,3,3,3,2,3,1,4,4,4,3,3,4,2,3,5,2,5,3,2,4,4,4,4,3,4,5,3,4,5,3,4,4,5,20.0,3,3,4,4,"Ich musste ein Konzept entwickeln für eine denkwürdige eintägige Veranstaltung für Führungskräfte, um die digitale Transformation zu diskutieren.
Ich dürfte dabei ChatGPT benutzen.",5,5,5,5,5,3,2,2,3,100.0,5,5,2,3,"Ich musste ein einwöchigen Kommunikatiionsstrategie zur Einführung von Nachhaltigkeit als Kernwert im Unternehmen einwickeln.
Ich dürte dabei keine hilfsmittel benutzen.",33.733,2.9661666666666666,1.0468333333333333,10.972166666666668,4.9375,8.963166666666666,4.847166666666666,33.68333333333333,True,False,False,False,False,False,True,False
ZZESA3011,30.0,25.0,5,4,4,4,4,4,4,4,5,4,4,5,3,3,3,5,4,4,5,3,3,4,4,4,5,2,5,5,5,2,2,2,4,4,5,2,5,5,2,2,2,2,5,4,3,3,4,2,5,2,3,4,5,5,5,5,20.0,3,4,4,4,Ich musste einen One-pager für einen Unternehmen verfassen. Dabei hatte ich Inhaltliche Vorgaben und Fragestellungen. Ich hatte ChatGPT als Hilfe.,3,2,2,2,5,1,1,1,1,100.0,1,3,2,2,Ich musste ein Event zum Thema Digitale Transformation planen. Ich hatte ein paar Vorgaben und Fragestellungen. Ich hatte (leider) kein ChatGPT.,38.98016666666667,4.645,1.457,11.073,4.574166666666667,12.879666666666667,4.351333333333333,38.93333333333333,True,False,False,True,False,False,False,False
ZZEFR1909,30.0,50.0,3,3,2,2,2,2,2,3,4,3,3,3,3,3,3,3,4,2,3,3,4,2,2,4,4,3,4,3,2,3,4,3,2,3,3,4,3,2,4,3,5,3,5,5,5,5,1,2,2,2,2,4,2,2,3,2,90.0,2,2,3,2,"Ich sollte das Konzept für eine Veranstaltung vorschlagn, eine eintägige Schulung und Präsentation für Führungskräfte einer Firma über Digitale Transformation. Als Hilfsmittel erhielte ich drei Vorschläge worauf ich dabei achten sollte.",2,3,3,2,4,5,5,4,5,15.0,3,3,4,3,Ich musste ein Konzept entwickeln für eine einwöchige Veranstaltung um mein Unternehmen umweltfreundlicher zu machen durch konkrete Maßnahmen und Bewusstseins-Schulung. Als Hilfsmittel hatte ich ChatGPT welches sehr  schnell einen ziemlich konkreten Plan vorgeschlagen hatte.,32.45283333333334,3.9378333333333333,1.166,11.077166666666667,5.216833333333333,6.441666666666666,4.613333333333333,32.4,True,False,False,True,False,False,False,False
ZZEES0811,34.0,100.0,4,4,4,4,3,3,4,4,3,3,4,4,3,3,2,4,4,4,4,4,3,2,2,4,4,4,4,4,2,4,4,4,3,4,4,2,4,3,2,3,2,2,2,4,4,3,2,4,4,3,4,3,4,3,4,4,50.0,3,3,4,3,"Ich verstehe objektiv, Ich verstehe strategie, Ich nehme Unterstützung von Web",4,4,4,4,3,3,3,3,3,10.0,4,4,3,3,"Chatgpt, die neue generative KI nutzen",21.331833333333336,3.1454999999999997,1.0633333333333332,6.0775,2.9623333333333335,5.955,2.1281666666666665,21.266666666666666,True,False,False,False,False,False,True,False
ZZAKI601,33.0,0.0,5,5,4,5,5,5,4,3,4,4,3,3,3,3,3,4,4,3,2,5,4,3,3,5,5,5,4,3,5,2,2,2,3,2,5,4,2,3,4,2,4,5,3,5,3,5,2,1,1,1,3,5,1,1,1,1,100.0,5,2,3,3,"Für ein Unternehmen soll eine Tagung geplant werden, welche sich mit dem Thema der digitalen Transformation im Unternehmen beschäftigen soll. Auf Grund der Orientierung dieser Studie gehe ich davon aus, dass dies das Verwenden von ""KI"" (eher LLMDA) im Arbeitsumfeld meint und die Führungskräfte entsprechend geschult werden sollen. Es standen keine Hilfmittel mit Ausnahme von drei Pseudo-Hilfsmittel-Fragen zur Verfügung.",5,3,4,4,2,5,3,5,3,25.0,1,3,2,3,"Ziel der Aufgabe war die Ausarbeitung einer groben Übersicht einer Kommunikationsstrategie zum Thema Nachhaltigkeit für ein Vorstandsmeeting. Die Rahmenbedingungen waren unter Anderem:
Länge: Eine Arbeitswoche
Spezifische Effektivität: Allgemeine Umsetzbartkeit im Unternehmen
Reichweite: Unternehmen, Anteilseigner, Öffentlichkeit
Die Übersicht durfte nicht länger sein als eine Seite (One Pager).
Zur Hilfe hatte ich ein Eingabeterminal, dass die Interaktion mit einem LLM ermöglichte.",75.08283333333334,6.333666666666667,1.8416666666666666,21.7485,8.562166666666666,27.260166666666667,9.336666666666668,75.03333333333333,True,False,True,False,False,False,False,False
klief99,32.0,100.0,4,5,5,5,5,5,4,4,5,4,4,4,4,3,5,3,2,2,2,4,2,1,2,3,3,1,2,3,1,4,3,2,3,2,5,1,5,5,1,2,1,1,5,4,4,4,4,1,1,1,1,5,1,1,1,1,100.0,5,5,1,2,"ich sollte einen 1seitigen plan schreiben, wie ich dem vorstand eine digitale transformation rübgerbringe, welche einen ganzen tag füllen sollte.diese sollte interessant , lustig und inspirierend gestaltet werden",5,5,5,5,5,5,5,5,5,10.0,4,4,2,4,"ich musste eine wochen seminar planen, wie das unternehmen nachhaltig wird. ich durfte chatgpt benutzten und habe erlernt, wie ich chatgpt benutzen sollte",26.479833333333332,3.0155000000000003,1.4423333333333335,8.589833333333333,3.643333333333333,6.201333333333333,3.5875,26.433333333333334,True,False,False,False,False,False,True,False
ZZAMU1201,25.0,100.0,5,5,5,4,5,5,4,5,4,4,4,5,5,4,4,5,4,2,5,5,5,4,4,4,5,5,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,4,5,4,3,4,4,4,3,4,3,4,3,3,4,100.0,5,5,3,5,"Ziel ist es, eine Veranstaltung zu schaffen, die sowohl informativ als auch unterhaltsam ist, bei der Führungskräfte mehr über die digitale Transformation erfahren und miteinander in Kontakt treten können, wobei der Schwerpunkt darauf liegt, wie generative KI ihr Geschäftsmodell beeinflusst. Das Konzept sollte das Zielpublikum, relevante Themen für Führungskräfte und die Art der Erfahrung, die die Führungskräfte während der Veranstaltung machen sollten, ansprechen.",4,4,3,3,4,5,3,3,4,90.0,5,3,4,4,"Ich wurde gebeten, einen kurzen Überblick über eine Nachhaltigkeitsstrategie für eine Organisation zu geben. Die Strategie umfasste Ziele, Ziele, Zielgruppen, Themen, Erfahrungen und einen Plan für eine einwöchige Veranstaltung, um eine Kultur der Nachhaltigkeit innerhalb des Unternehmens und bei seinen Stakeholdern zu fördern. Meine Aufgabe war es, diese Strategie klar und prägnant zu formulieren.",18.55183333333333,2.3396666666666666,0.5468333333333334,4.612,3.2973333333333334,5.055833333333334,2.7001666666666666,18.483333333333334,True,False,False,False,True,False,False,False
